Table Name:,"2001 CSO Select and Ultimate - Female Nonsmoker, ALB",,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",25,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00051,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00055,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00057,,,,,,,,,,,,,,,,,,,,,,,,
28,0.0006,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00066,,,,,,,,,,,,,,,,,,,,,,,,
31,0.0007,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00074,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00079,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00085,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00092,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00099,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00105,,,,,,,,,,,,,,,,,,,,,,,,
38,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00116,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00123,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00131,,,,,,,,,,,,,,,,,,,,,,,,
42,0.0014,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00151,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00164,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00179,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00197,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00218,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00241,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00267,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00296,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00329,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00366,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00405,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00446,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00493,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00544,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00598,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00654,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00711,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00771,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00837,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00907,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00981,,,,,,,,,,,,,,,,,,,,,,,,
64,0.01062,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01152,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0125,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01359,,,,,,,,,,,,,,,,,,,,,,,,
68,0.0148,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01612,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01761,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01931,,,,,,,,,,,,,,,,,,,,,,,,
72,0.02117,,,,,,,,,,,,,,,,,,,,,,,,
73,0.0232,,,,,,,,,,,,,,,,,,,,,,,,
74,0.02545,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02792,,,,,,,,,,,,,,,,,,,,,,,,
76,0.03063,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03363,,,,,,,,,,,,,,,,,,,,,,,,
78,0.0369,,,,,,,,,,,,,,,,,,,,,,,,
79,0.04049,,,,,,,,,,,,,,,,,,,,,,,,
80,0.04495,,,,,,,,,,,,,,,,,,,,,,,,
81,0.05043,,,,,,,,,,,,,,,,,,,,,,,,
82,0.05623,,,,,,,,,,,,,,,,,,,,,,,,
83,0.06232,,,,,,,,,,,,,,,,,,,,,,,,
84,0.06911,,,,,,,,,,,,,,,,,,,,,,,,
85,0.07599,,,,,,,,,,,,,,,,,,,,,,,,
86,0.08412,,,,,,,,,,,,,,,,,,,,,,,,
87,0.09416,,,,,,,,,,,,,,,,,,,,,,,,
88,0.10475,,,,,,,,,,,,,,,,,,,,,,,,
89,0.11529,,,,,,,,,,,,,,,,,,,,,,,,
90,0.12305,,,,,,,,,,,,,,,,,,,,,,,,
91,0.13047,,,,,,,,,,,,,,,,,,,,,,,,
92,0.14277,,,,,,,,,,,,,,,,,,,,,,,,
93,0.15944,,,,,,,,,,,,,,,,,,,,,,,,
94,0.1802,,,,,,,,,,,,,,,,,,,,,,,,
95,0.20279,,,,,,,,,,,,,,,,,,,,,,,,
96,0.22504,,,,,,,,,,,,,,,,,,,,,,,,
97,0.23948,,,,,,,,,,,,,,,,,,,,,,,,
98,0.24732,,,,,,,,,,,,,,,,,,,,,,,,
99,0.26359,,,,,,,,,,,,,,,,,,,,,,,,
100,0.28474,,,,,,,,,,,,,,,,,,,,,,,,
101,0.30772,,,,,,,,,,,,,,,,,,,,,,,,
102,0.33304,,,,,,,,,,,,,,,,,,,,,,,,
103,0.3607,,,,,,,,,,,,,,,,,,,,,,,,
104,0.39085,,,,,,,,,,,,,,,,,,,,,,,,
105,0.42271,,,,,,,,,,,,,,,,,,,,,,,,
106,0.45532,,,,,,,,,,,,,,,,,,,,,,,,
107,0.48847,,,,,,,,,,,,,,,,,,,,,,,,
108,0.52219,,,,,,,,,,,,,,,,,,,,,,,,
109,0.55703,,,,,,,,,,,,,,,,,,,,,,,,
110,0.59195,,,,,,,,,,,,,,,,,,,,,,,,
111,0.62561,,,,,,,,,,,,,,,,,,,,,,,,
112,0.65776,,,,,,,,,,,,,,,,,,,,,,,,
113,0.69078,,,,,,,,,,,,,,,,,,,,,,,,
114,0.73205,,,,,,,,,,,,,,,,,,,,,,,,
115,0.77134,,,,,,,,,,,,,,,,,,,,,,,,
116,0.81235,,,,,,,,,,,,,,,,,,,,,,,,
117,0.8559,,,,,,,,,,,,,,,,,,,,,,,,
118,0.89658,,,,,,,,,,,,,,,,,,,,,,,,
119,0.93906,,,,,,,,,,,,,,,,,,,,,,,,
120,1,,,,,,,,,,,,,,,,,,,,,,,,
