Table Name:,"2001 VBT Select and Ultimate - Female Nonsmoker, ALB ",,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",25,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
25,0.0004,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00044,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00046,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00048,,,,,,,,,,,,,,,,,,,,,,,,
30,0.0005,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00053,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00056,,,,,,,,,,,,,,,,,,,,,,,,
33,0.0006,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00066,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00071,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00076,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00081,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00085,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00089,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00094,,,,,,,,,,,,,,,,,,,,,,,,
41,0.001,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00108,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00116,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00127,,,,,,,,,,,,,,,,,,,,,,,,
45,0.0014,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00155,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00173,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00193,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00216,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00242,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00272,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00305,,,,,,,,,,,,,,,,,,,,,,,,
53,0.0034,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00377,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00418,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00464,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00513,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00564,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00615,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00669,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00727,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00789,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00855,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00928,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01008,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01096,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01193,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01301,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01421,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01556,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01709,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01878,,,,,,,,,,,,,,,,,,,,,,,,
73,0.02063,,,,,,,,,,,,,,,,,,,,,,,,
74,0.02266,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02491,,,,,,,,,,,,,,,,,,,,,,,,
76,0.02738,,,,,,,,,,,,,,,,,,,,,,,,
77,0.0301,,,,,,,,,,,,,,,,,,,,,,,,
78,0.03307,,,,,,,,,,,,,,,,,,,,,,,,
79,0.03633,,,,,,,,,,,,,,,,,,,,,,,,
80,0.04042,,,,,,,,,,,,,,,,,,,,,,,,
81,0.04549,,,,,,,,,,,,,,,,,,,,,,,,
82,0.05084,,,,,,,,,,,,,,,,,,,,,,,,
83,0.05643,,,,,,,,,,,,,,,,,,,,,,,,
84,0.06267,,,,,,,,,,,,,,,,,,,,,,,,
85,0.06894,,,,,,,,,,,,,,,,,,,,,,,,
86,0.07639,,,,,,,,,,,,,,,,,,,,,,,,
87,0.08568,,,,,,,,,,,,,,,,,,,,,,,,
88,0.09546,,,,,,,,,,,,,,,,,,,,,,,,
89,0.10511,,,,,,,,,,,,,,,,,,,,,,,,
90,0.11186,,,,,,,,,,,,,,,,,,,,,,,,
91,0.11816,,,,,,,,,,,,,,,,,,,,,,,,
92,0.12911,,,,,,,,,,,,,,,,,,,,,,,,
93,0.14424,,,,,,,,,,,,,,,,,,,,,,,,
94,0.16328,,,,,,,,,,,,,,,,,,,,,,,,
95,0.18401,,,,,,,,,,,,,,,,,,,,,,,,
96,0.20436,,,,,,,,,,,,,,,,,,,,,,,,
97,0.21676,,,,,,,,,,,,,,,,,,,,,,,,
98,0.22248,,,,,,,,,,,,,,,,,,,,,,,,
99,0.23598,,,,,,,,,,,,,,,,,,,,,,,,
100,0.25598,,,,,,,,,,,,,,,,,,,,,,,,
101,0.28045,,,,,,,,,,,,,,,,,,,,,,,,
102,0.30725,,,,,,,,,,,,,,,,,,,,,,,,
103,0.33639,,,,,,,,,,,,,,,,,,,,,,,,
104,0.36802,,,,,,,,,,,,,,,,,,,,,,,,
105,0.40134,,,,,,,,,,,,,,,,,,,,,,,,
106,0.43542,,,,,,,,,,,,,,,,,,,,,,,,
107,0.47002,,,,,,,,,,,,,,,,,,,,,,,,
108,0.5052,,,,,,,,,,,,,,,,,,,,,,,,
109,0.54149,,,,,,,,,,,,,,,,,,,,,,,,
110,0.57784,,,,,,,,,,,,,,,,,,,,,,,,
111,0.61295,,,,,,,,,,,,,,,,,,,,,,,,
112,0.64651,,,,,,,,,,,,,,,,,,,,,,,,
113,0.68104,,,,,,,,,,,,,,,,,,,,,,,,
114,0.72372,,,,,,,,,,,,,,,,,,,,,,,,
115,0.76443,,,,,,,,,,,,,,,,,,,,,,,,
116,0.80687,,,,,,,,,,,,,,,,,,,,,,,,
117,0.8518,,,,,,,,,,,,,,,,,,,,,,,,
118,0.89387,,,,,,,,,,,,,,,,,,,,,,,,
119,0.93776,,,,,,,,,,,,,,,,,,,,,,,,
120,1,,,,,,,,,,,,,,,,,,,,,,,,
