Table Name:,2017 Loaded CSO Composite Gender-Blended 40% Male ALB,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",0,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0.00025,,,,,,,,,,,,,,,,,,,,,,,,
1,0.00014,,,,,,,,,,,,,,,,,,,,,,,,
2,0.00011,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
4,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
5,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
6,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
7,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
8,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
9,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
10,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
13,0.00013,,,,,,,,,,,,,,,,,,,,,,,,
14,0.00021,,,,,,,,,,,,,,,,,,,,,,,,
15,0.00031,,,,,,,,,,,,,,,,,,,,,,,,
16,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
17,0.00051,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00052,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00053,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00054,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00055,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00057,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0006,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00064,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00064,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00067,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00069,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00074,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00079,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00093,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00103,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00113,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00125,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00136,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00146,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00155,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00164,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00171,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00176,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00182,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00189,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00199,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00209,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00219,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00231,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00247,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00264,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00284,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00308,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00333,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00362,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00395,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00432,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00475,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00523,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00578,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00641,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00712,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00792,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00879,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00973,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01077,,,,,,,,,,,,,,,,,,,,,,,,
67,0.0119,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01315,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01455,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01611,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01789,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01989,,,,,,,,,,,,,,,,,,,,,,,,
73,0.02213,,,,,,,,,,,,,,,,,,,,,,,,
74,0.02464,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02741,,,,,,,,,,,,,,,,,,,,,,,,
76,0.03048,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03388,,,,,,,,,,,,,,,,,,,,,,,,
78,0.03767,,,,,,,,,,,,,,,,,,,,,,,,
79,0.04196,,,,,,,,,,,,,,,,,,,,,,,,
80,0.04691,,,,,,,,,,,,,,,,,,,,,,,,
81,0.05259,,,,,,,,,,,,,,,,,,,,,,,,
82,0.05913,,,,,,,,,,,,,,,,,,,,,,,,
83,0.06673,,,,,,,,,,,,,,,,,,,,,,,,
84,0.07545,,,,,,,,,,,,,,,,,,,,,,,,
85,0.08543,,,,,,,,,,,,,,,,,,,,,,,,
86,0.09664,,,,,,,,,,,,,,,,,,,,,,,,
87,0.10903,,,,,,,,,,,,,,,,,,,,,,,,
88,0.12258,,,,,,,,,,,,,,,,,,,,,,,,
89,0.13712,,,,,,,,,,,,,,,,,,,,,,,,
90,0.15237,,,,,,,,,,,,,,,,,,,,,,,,
91,0.16811,,,,,,,,,,,,,,,,,,,,,,,,
92,0.18433,,,,,,,,,,,,,,,,,,,,,,,,
93,0.2005,,,,,,,,,,,,,,,,,,,,,,,,
94,0.21626,,,,,,,,,,,,,,,,,,,,,,,,
95,0.23373,,,,,,,,,,,,,,,,,,,,,,,,
96,0.25416,,,,,,,,,,,,,,,,,,,,,,,,
97,0.27627,,,,,,,,,,,,,,,,,,,,,,,,
98,0.29996,,,,,,,,,,,,,,,,,,,,,,,,
99,0.32482,,,,,,,,,,,,,,,,,,,,,,,,
100,0.34966,,,,,,,,,,,,,,,,,,,,,,,,
101,0.37358,,,,,,,,,,,,,,,,,,,,,,,,
102,0.39715,,,,,,,,,,,,,,,,,,,,,,,,
103,0.41998,,,,,,,,,,,,,,,,,,,,,,,,
104,0.44167,,,,,,,,,,,,,,,,,,,,,,,,
105,0.46182,,,,,,,,,,,,,,,,,,,,,,,,
106,0.48318,,,,,,,,,,,,,,,,,,,,,,,,
107,0.50931,,,,,,,,,,,,,,,,,,,,,,,,
108,0.53683,,,,,,,,,,,,,,,,,,,,,,,,
109,0.5658,,,,,,,,,,,,,,,,,,,,,,,,
110,0.59629,,,,,,,,,,,,,,,,,,,,,,,,
111,0.62837,,,,,,,,,,,,,,,,,,,,,,,,
112,0.66212,,,,,,,,,,,,,,,,,,,,,,,,
113,0.6976,,,,,,,,,,,,,,,,,,,,,,,,
114,0.73488,,,,,,,,,,,,,,,,,,,,,,,,
115,0.77404,,,,,,,,,,,,,,,,,,,,,,,,
116,0.81515,,,,,,,,,,,,,,,,,,,,,,,,
117,0.85826,,,,,,,,,,,,,,,,,,,,,,,,
118,0.90342,,,,,,,,,,,,,,,,,,,,,,,,
119,0.95067,,,,,,,,,,,,,,,,,,,,,,,,
120,1,,,,,,,,,,,,,,,,,,,,,,,,
