Table Name:,"2001 VBT Super Preferred Select and Ultimate - Male Nonsmoker, ALB",,,,,,,,,,,,,,,,,,,,,,,,
99,0.31003,0.329,0.349,0.37009,0.39231,0.41541,0.43927,0.46447,0.4911,0.51922,0.54891,0.58025,0.61333,0.64821,0.68501,0.72378,0.76463,0.80762,0.85281,0.90028,0.94993,1,,,

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,2001 Valuation Basic Table (VBT) Super Preferred Select and Ultimate Table - Male Nonsmoker. Basis: Age Last Birthday. Minimum Ultimate Age: 25. Maximum Ultimate Age: 120,,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Dates,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",25,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00044,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00046,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00045,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00044,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00043,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00045,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00049,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00053,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00056,,,,,,,,,,,,,,,,,,,,,,,,
40,0.0006,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00066,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00081,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00091,,,,,,,,,,,,,,,,,,,,,,,,
45,0.001,,,,,,,,,,,,,,,,,,,,,,,,
46,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00118,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00126,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00137,,,,,,,,,,,,,,,,,,,,,,,,
50,0.0015,,,,,,,,,,,,,,,,,,,,,,,,
51,0.0017,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00194,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00223,,,,,,,,,,,,,,,,,,,,,,,,
54,0.0026,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00302,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00348,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00395,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00442,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00492,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00547,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00615,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00695,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00782,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00873,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00967,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01061,,,,,,,,,,,,,,,,,,,,,,,,
67,0.0116,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01263,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01379,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01514,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01682,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01879,,,,,,,,,,,,,,,,,,,,,,,,
73,0.02084,,,,,,,,,,,,,,,,,,,,,,,,
74,0.02305,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02578,,,,,,,,,,,,,,,,,,,,,,,,
76,0.02923,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03331,,,,,,,,,,,,,,,,,,,,,,,,
78,0.0381,,,,,,,,,,,,,,,,,,,,,,,,
79,0.04358,,,,,,,,,,,,,,,,,,,,,,,,
80,0.04982,,,,,,,,,,,,,,,,,,,,,,,,
81,0.05673,,,,,,,,,,,,,,,,,,,,,,,,
82,0.06423,,,,,,,,,,,,,,,,,,,,,,,,
83,0.07257,,,,,,,,,,,,,,,,,,,,,,,,
84,0.082,,,,,,,,,,,,,,,,,,,,,,,,
85,0.09265,,,,,,,,,,,,,,,,,,,,,,,,
86,0.10457,,,,,,,,,,,,,,,,,,,,,,,,
87,0.1177,,,,,,,,,,,,,,,,,,,,,,,,
88,0.13193,,,,,,,,,,,,,,,,,,,,,,,,
89,0.14716,,,,,,,,,,,,,,,,,,,,,,,,
90,0.16267,,,,,,,,,,,,,,,,,,,,,,,,
91,0.17834,,,,,,,,,,,,,,,,,,,,,,,,
92,0.195,,,,,,,,,,,,,,,,,,,,,,,,
93,0.21282,,,,,,,,,,,,,,,,,,,,,,,,
94,0.23184,,,,,,,,,,,,,,,,,,,,,,,,
95,0.24916,,,,,,,,,,,,,,,,,,,,,,,,
96,0.26379,,,,,,,,,,,,,,,,,,,,,,,,
97,0.27925,,,,,,,,,,,,,,,,,,,,,,,,
98,0.29562,,,,,,,,,,,,,,,,,,,,,,,,
99,0.31292,,,,,,,,,,,,,,,,,,,,,,,,
100,0.33122,,,,,,,,,,,,,,,,,,,,,,,,
101,0.35058,,,,,,,,,,,,,,,,,,,,,,,,
102,0.37104,,,,,,,,,,,,,,,,,,,,,,,,
103,0.39266,,,,,,,,,,,,,,,,,,,,,,,,
104,0.41541,,,,,,,,,,,,,,,,,,,,,,,,
105,0.43927,,,,,,,,,,,,,,,,,,,,,,,,
106,0.46447,,,,,,,,,,,,,,,,,,,,,,,,
107,0.4911,,,,,,,,,,,,,,,,,,,,,,,,
108,0.51922,,,,,,,,,,,,,,,,,,,,,,,,
109,0.54891,,,,,,,,,,,,,,,,,,,,,,,,
110,0.58025,,,,,,,,,,,,,,,,,,,,,,,,
111,0.61333,,,,,,,,,,,,,,,,,,,,,,,,
112,0.64821,,,,,,,,,,,,,,,,,,,,,,,,
113,0.68501,,,,,,,,,,,,,,,,,,,,,,,,
114,0.72378,,,,,,,,,,,,,,,,,,,,,,,,
115,0.76463,,,,,,,,,,,,,,,,,,,,,,,,
116,0.80762,,,,,,,,,,,,,,,,,,,,,,,,
117,0.85281,,,,,,,,,,,,,,,,,,,,,,,,
118,0.90028,,,,,,,,,,,,,,,,,,,,,,,,
119,0.94993,,,,,,,,,,,,,,,,,,,,,,,,
120,1,,,,,,,,,,,,,,,,,,,,,,,,
