Table Name:,"2001 VBT Residual Standard Select and Ultimate - Male Smoker, ANB",,,,,,,,,,,,,,,,,,,,,,,,
Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,2001 Valuation Basic Table (VBT) Residual Standard Select and Ultimate Table - Male Smoker. Basis: Age Nearest Birthday. Minimum Ultimate Age: 25. Maximum Ultimate Age: 120,,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",25,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00168,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00177,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00187,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00187,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00185,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00183,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00182,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00182,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00186,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00193,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00198,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00209,,,,,,,,,,,,,,,,,,,,,,,,
37,0.0022,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00237,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00254,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00274,,,,,,,,,,,,,,,,,,,,,,,,
41,0.003,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00332,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00369,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00414,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00462,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00506,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00554,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00579,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00608,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00649,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00699,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00768,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00847,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00947,,,,,,,,,,,,,,,,,,,,,,,,
55,0.01059,,,,,,,,,,,,,,,,,,,,,,,,
56,0.01172,,,,,,,,,,,,,,,,,,,,,,,,
57,0.01291,,,,,,,,,,,,,,,,,,,,,,,,
58,0.01381,,,,,,,,,,,,,,,,,,,,,,,,
59,0.01485,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0162,,,,,,,,,,,,,,,,,,,,,,,,
61,0.01787,,,,,,,,,,,,,,,,,,,,,,,,
62,0.01991,,,,,,,,,,,,,,,,,,,,,,,,
63,0.02218,,,,,,,,,,,,,,,,,,,,,,,,
64,0.02449,,,,,,,,,,,,,,,,,,,,,,,,
65,0.02676,,,,,,,,,,,,,,,,,,,,,,,,
66,0.02893,,,,,,,,,,,,,,,,,,,,,,,,
67,0.03102,,,,,,,,,,,,,,,,,,,,,,,,
68,0.03321,,,,,,,,,,,,,,,,,,,,,,,,
69,0.03536,,,,,,,,,,,,,,,,,,,,,,,,
70,0.03799,,,,,,,,,,,,,,,,,,,,,,,,
71,0.04087,,,,,,,,,,,,,,,,,,,,,,,,
72,0.04484,,,,,,,,,,,,,,,,,,,,,,,,
73,0.04881,,,,,,,,,,,,,,,,,,,,,,,,
74,0.0528,,,,,,,,,,,,,,,,,,,,,,,,
75,0.05746,,,,,,,,,,,,,,,,,,,,,,,,
76,0.06215,,,,,,,,,,,,,,,,,,,,,,,,
77,0.06758,,,,,,,,,,,,,,,,,,,,,,,,
78,0.07388,,,,,,,,,,,,,,,,,,,,,,,,
79,0.08104,,,,,,,,,,,,,,,,,,,,,,,,
80,0.08862,,,,,,,,,,,,,,,,,,,,,,,,
81,0.0971,,,,,,,,,,,,,,,,,,,,,,,,
82,0.10552,,,,,,,,,,,,,,,,,,,,,,,,
83,0.11425,,,,,,,,,,,,,,,,,,,,,,,,
84,0.12368,,,,,,,,,,,,,,,,,,,,,,,,
85,0.13482,,,,,,,,,,,,,,,,,,,,,,,,
86,0.14697,,,,,,,,,,,,,,,,,,,,,,,,
87,0.15993,,,,,,,,,,,,,,,,,,,,,,,,
88,0.17344,,,,,,,,,,,,,,,,,,,,,,,,
89,0.18727,,,,,,,,,,,,,,,,,,,,,,,,
90,0.2012,,,,,,,,,,,,,,,,,,,,,,,,
91,0.21335,,,,,,,,,,,,,,,,,,,,,,,,
92,0.22555,,,,,,,,,,,,,,,,,,,,,,,,
93,0.23799,,,,,,,,,,,,,,,,,,,,,,,,
94,0.25073,,,,,,,,,,,,,,,,,,,,,,,,
95,0.26485,,,,,,,,,,,,,,,,,,,,,,,,
96,0.2779,,,,,,,,,,,,,,,,,,,,,,,,
97,0.29156,,,,,,,,,,,,,,,,,,,,,,,,
98,0.30586,,,,,,,,,,,,,,,,,,,,,,,,
99,0.32083,,,,,,,,,,,,,,,,,,,,,,,,
100,0.33648,,,,,,,,,,,,,,,,,,,,,,,,
101,0.35285,,,,,,,,,,,,,,,,,,,,,,,,
102,0.36999,,,,,,,,,,,,,,,,,,,,,,,,
103,0.3879,,,,,,,,,,,,,,,,,,,,,,,,
104,0.40663,,,,,,,,,,,,,,,,,,,,,,,,
105,0.43021,,,,,,,,,,,,,,,,,,,,,,,,
106,0.45516,,,,,,,,,,,,,,,,,,,,,,,,
107,0.48156,,,,,,,,,,,,,,,,,,,,,,,,
108,0.50949,,,,,,,,,,,,,,,,,,,,,,,,
109,0.53905,,,,,,,,,,,,,,,,,,,,,,,,
110,0.57031,,,,,,,,,,,,,,,,,,,,,,,,
111,0.60339,,,,,,,,,,,,,,,,,,,,,,,,
112,0.63838,,,,,,,,,,,,,,,,,,,,,,,,
113,0.67541,,,,,,,,,,,,,,,,,,,,,,,,
114,0.71458,,,,,,,,,,,,,,,,,,,,,,,,
115,0.75603,,,,,,,,,,,,,,,,,,,,,,,,
116,0.79988,,,,,,,,,,,,,,,,,,,,,,,,
117,0.84627,,,,,,,,,,,,,,,,,,,,,,,,
118,0.89536,,,,,,,,,,,,,,,,,,,,,,,,
119,0.94729,,,,,,,,,,,,,,,,,,,,,,,,
120,1,,,,,,,,,,,,,,,,,,,,,,,,
