Table Name:,2017 Unloaded CSO Composite Female ANB,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0.00025,,,,,,,,,,,,,,,,,,,,,,,,
1,0.00014,,,,,,,,,,,,,,,,,,,,,,,,
2,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
3,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
4,6E-05,,,,,,,,,,,,,,,,,,,,,,,,
5,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
6,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
7,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
8,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
9,6E-05,,,,,,,,,,,,,,,,,,,,,,,,
10,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
11,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
12,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
13,6E-05,,,,,,,,,,,,,,,,,,,,,,,,
14,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
15,0.00015,,,,,,,,,,,,,,,,,,,,,,,,
16,0.00022,,,,,,,,,,,,,,,,,,,,,,,,
17,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00027,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00027,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00027,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00027,,,,,,,,,,,,,,,,,,,,,,,,
22,0.0003,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00033,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00036,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00036,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00035,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00036,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00039,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00045,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00049,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00053,,,,,,,,,,,,,,,,,,,,,,,,
35,0.0006,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00067,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00075,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00082,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00089,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00095,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00099,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00103,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00106,,,,,,,,,,,,,,,,,,,,,,,,
44,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00115,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00124,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00133,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00144,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00156,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00168,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00183,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00199,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00216,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00236,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00258,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00282,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00309,,,,,,,,,,,,,,,,,,,,,,,,
58,0.0034,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00375,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00414,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00459,,,,,,,,,,,,,,,,,,,,,,,,
62,0.0051,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00567,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00631,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00702,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00781,,,,,,,,,,,,,,,,,,,,,,,,
67,0.00869,,,,,,,,,,,,,,,,,,,,,,,,
68,0.00966,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01073,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01191,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01319,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01459,,,,,,,,,,,,,,,,,,,,,,,,
73,0.01614,,,,,,,,,,,,,,,,,,,,,,,,
74,0.01786,,,,,,,,,,,,,,,,,,,,,,,,
75,0.01981,,,,,,,,,,,,,,,,,,,,,,,,
76,0.02201,,,,,,,,,,,,,,,,,,,,,,,,
77,0.02452,,,,,,,,,,,,,,,,,,,,,,,,
78,0.02733,,,,,,,,,,,,,,,,,,,,,,,,
79,0.03052,,,,,,,,,,,,,,,,,,,,,,,,
80,0.03411,,,,,,,,,,,,,,,,,,,,,,,,
81,0.03844,,,,,,,,,,,,,,,,,,,,,,,,
82,0.04338,,,,,,,,,,,,,,,,,,,,,,,,
83,0.04894,,,,,,,,,,,,,,,,,,,,,,,,
84,0.05539,,,,,,,,,,,,,,,,,,,,,,,,
85,0.06273,,,,,,,,,,,,,,,,,,,,,,,,
86,0.07115,,,,,,,,,,,,,,,,,,,,,,,,
87,0.08029,,,,,,,,,,,,,,,,,,,,,,,,
88,0.09036,,,,,,,,,,,,,,,,,,,,,,,,
89,0.10139,,,,,,,,,,,,,,,,,,,,,,,,
90,0.11332,,,,,,,,,,,,,,,,,,,,,,,,
91,0.12581,,,,,,,,,,,,,,,,,,,,,,,,
92,0.13921,,,,,,,,,,,,,,,,,,,,,,,,
93,0.15344,,,,,,,,,,,,,,,,,,,,,,,,
94,0.16748,,,,,,,,,,,,,,,,,,,,,,,,
95,0.18238,,,,,,,,,,,,,,,,,,,,,,,,
96,0.20089,,,,,,,,,,,,,,,,,,,,,,,,
97,0.22099,,,,,,,,,,,,,,,,,,,,,,,,
98,0.24266,,,,,,,,,,,,,,,,,,,,,,,,
99,0.26552,,,,,,,,,,,,,,,,,,,,,,,,
100,0.28919,,,,,,,,,,,,,,,,,,,,,,,,
101,0.3133,,,,,,,,,,,,,,,,,,,,,,,,
102,0.33747,,,,,,,,,,,,,,,,,,,,,,,,
103,0.36133,,,,,,,,,,,,,,,,,,,,,,,,
104,0.3845,,,,,,,,,,,,,,,,,,,,,,,,
105,0.4066,,,,,,,,,,,,,,,,,,,,,,,,
106,0.42726,,,,,,,,,,,,,,,,,,,,,,,,
107,0.44611,,,,,,,,,,,,,,,,,,,,,,,,
108,0.46277,,,,,,,,,,,,,,,,,,,,,,,,
109,0.47686,,,,,,,,,,,,,,,,,,,,,,,,
110,0.488,,,,,,,,,,,,,,,,,,,,,,,,
111,0.49583,,,,,,,,,,,,,,,,,,,,,,,,
112,0.5,,,,,,,,,,,,,,,,,,,,,,,,
113,0.5,,,,,,,,,,,,,,,,,,,,,,,,
114,0.5,,,,,,,,,,,,,,,,,,,,,,,,
115,0.5,,,,,,,,,,,,,,,,,,,,,,,,
116,0.5,,,,,,,,,,,,,,,,,,,,,,,,
117,0.5,,,,,,,,,,,,,,,,,,,,,,,,
118,0.5,,,,,,,,,,,,,,,,,,,,,,,,
119,0.5,,,,,,,,,,,,,,,,,,,,,,,,
120,0.5,,,,,,,,,,,,,,,,,,,,,,,,
