Table Name:,2017 Unloaded CSO Composite Male ANB,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
1,0.00013,,,,,,,,,,,,,,,,,,,,,,,,
2,0.00011,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
4,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
5,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
6,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
7,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
8,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
9,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
10,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
11,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
13,0.00013,,,,,,,,,,,,,,,,,,,,,,,,
14,0.00019,,,,,,,,,,,,,,,,,,,,,,,,
15,0.00028,,,,,,,,,,,,,,,,,,,,,,,,
16,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
17,0.00056,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0007,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0008,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00084,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00085,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00083,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00082,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00082,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00091,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00098,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00106,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00115,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00125,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00135,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00146,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00157,,,,,,,,,,,,,,,,,,,,,,,,
40,0.0017,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00183,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00194,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00199,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00205,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00211,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00217,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00222,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00228,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00234,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00244,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00258,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00274,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00293,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00314,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00339,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00368,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00401,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00439,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00482,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00533,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00591,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00656,,,,,,,,,,,,,,,,,,,,,,,,
63,0.0073,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00812,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00899,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00991,,,,,,,,,,,,,,,,,,,,,,,,
67,0.0109,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01196,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01317,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01456,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01621,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01813,,,,,,,,,,,,,,,,,,,,,,,,
73,0.02036,,,,,,,,,,,,,,,,,,,,,,,,
74,0.02287,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02562,,,,,,,,,,,,,,,,,,,,,,,,
76,0.02858,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03177,,,,,,,,,,,,,,,,,,,,,,,,
78,0.03524,,,,,,,,,,,,,,,,,,,,,,,,
79,0.03913,,,,,,,,,,,,,,,,,,,,,,,,
80,0.04356,,,,,,,,,,,,,,,,,,,,,,,,
81,0.04868,,,,,,,,,,,,,,,,,,,,,,,,
82,0.05429,,,,,,,,,,,,,,,,,,,,,,,,
83,0.06126,,,,,,,,,,,,,,,,,,,,,,,,
84,0.06925,,,,,,,,,,,,,,,,,,,,,,,,
85,0.07846,,,,,,,,,,,,,,,,,,,,,,,,
86,0.08902,,,,,,,,,,,,,,,,,,,,,,,,
87,0.10096,,,,,,,,,,,,,,,,,,,,,,,,
88,0.11427,,,,,,,,,,,,,,,,,,,,,,,,
89,0.12848,,,,,,,,,,,,,,,,,,,,,,,,
90,0.14343,,,,,,,,,,,,,,,,,,,,,,,,
91,0.15861,,,,,,,,,,,,,,,,,,,,,,,,
92,0.17363,,,,,,,,,,,,,,,,,,,,,,,,
93,0.18839,,,,,,,,,,,,,,,,,,,,,,,,
94,0.20215,,,,,,,,,,,,,,,,,,,,,,,,
95,0.21433,,,,,,,,,,,,,,,,,,,,,,,,
96,0.23011,,,,,,,,,,,,,,,,,,,,,,,,
97,0.24709,,,,,,,,,,,,,,,,,,,,,,,,
98,0.26576,,,,,,,,,,,,,,,,,,,,,,,,
99,0.28575,,,,,,,,,,,,,,,,,,,,,,,,
100,0.3067,,,,,,,,,,,,,,,,,,,,,,,,
101,0.32825,,,,,,,,,,,,,,,,,,,,,,,,
102,0.35002,,,,,,,,,,,,,,,,,,,,,,,,
103,0.37165,,,,,,,,,,,,,,,,,,,,,,,,
104,0.39279,,,,,,,,,,,,,,,,,,,,,,,,
105,0.41305,,,,,,,,,,,,,,,,,,,,,,,,
106,0.43208,,,,,,,,,,,,,,,,,,,,,,,,
107,0.44951,,,,,,,,,,,,,,,,,,,,,,,,
108,0.46498,,,,,,,,,,,,,,,,,,,,,,,,
109,0.47812,,,,,,,,,,,,,,,,,,,,,,,,
110,0.48857,,,,,,,,,,,,,,,,,,,,,,,,
111,0.49595,,,,,,,,,,,,,,,,,,,,,,,,
112,0.5,,,,,,,,,,,,,,,,,,,,,,,,
113,0.5,,,,,,,,,,,,,,,,,,,,,,,,
114,0.5,,,,,,,,,,,,,,,,,,,,,,,,
115,0.5,,,,,,,,,,,,,,,,,,,,,,,,
116,0.5,,,,,,,,,,,,,,,,,,,,,,,,
117,0.5,,,,,,,,,,,,,,,,,,,,,,,,
118,0.5,,,,,,,,,,,,,,,,,,,,,,,,
119,0.5,,,,,,,,,,,,,,,,,,,,,,,,
120,0.5,,,,,,,,,,,,,,,,,,,,,,,,
