Table Name:,2017 Loaded CSO Composite Male ANB ,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",0,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0.00028,,,,,,,,,,,,,,,,,,,,,,,,
1,0.00016,,,,,,,,,,,,,,,,,,,,,,,,
2,0.00014,,,,,,,,,,,,,,,,,,,,,,,,
3,0.00012,,,,,,,,,,,,,,,,,,,,,,,,
4,0.00011,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
6,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
8,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
9,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
10,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
12,0.00012,,,,,,,,,,,,,,,,,,,,,,,,
13,0.00016,,,,,,,,,,,,,,,,,,,,,,,,
14,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
15,0.00035,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0005,,,,,,,,,,,,,,,,,,,,,,,,
17,0.00069,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00083,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0009,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00093,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00096,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00099,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00102,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00105,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00105,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00103,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00101,,,,,,,,,,,,,,,,,,,,,,,,
29,0.001,,,,,,,,,,,,,,,,,,,,,,,,
30,0.001,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00104,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00111,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00119,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00128,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00137,,,,,,,,,,,,,,,,,,,,,,,,
36,0.0015,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00162,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00176,,,,,,,,,,,,,,,,,,,,,,,,
39,0.0019,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00206,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00221,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00234,,,,,,,,,,,,,,,,,,,,,,,,
43,0.0024,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00247,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00254,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00261,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00267,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00274,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00281,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00293,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00309,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00328,,,,,,,,,,,,,,,,,,,,,,,,
53,0.0035,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00375,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00405,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00439,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00478,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00522,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00574,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00633,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00702,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00779,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00866,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00962,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01064,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01173,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01288,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01413,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01553,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01716,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01909,,,,,,,,,,,,,,,,,,,,,,,,
72,0.02134,,,,,,,,,,,,,,,,,,,,,,,,
73,0.02394,,,,,,,,,,,,,,,,,,,,,,,,
74,0.02686,,,,,,,,,,,,,,,,,,,,,,,,
75,0.03006,,,,,,,,,,,,,,,,,,,,,,,,
76,0.03351,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03722,,,,,,,,,,,,,,,,,,,,,,,,
78,0.04125,,,,,,,,,,,,,,,,,,,,,,,,
79,0.04577,,,,,,,,,,,,,,,,,,,,,,,,
80,0.05091,,,,,,,,,,,,,,,,,,,,,,,,
81,0.05683,,,,,,,,,,,,,,,,,,,,,,,,
82,0.06333,,,,,,,,,,,,,,,,,,,,,,,,
83,0.07139,,,,,,,,,,,,,,,,,,,,,,,,
84,0.08063,,,,,,,,,,,,,,,,,,,,,,,,
85,0.09127,,,,,,,,,,,,,,,,,,,,,,,,
86,0.10347,,,,,,,,,,,,,,,,,,,,,,,,
87,0.11724,,,,,,,,,,,,,,,,,,,,,,,,
88,0.13258,,,,,,,,,,,,,,,,,,,,,,,,
89,0.14894,,,,,,,,,,,,,,,,,,,,,,,,
90,0.16612,,,,,,,,,,,,,,,,,,,,,,,,
91,0.18355,,,,,,,,,,,,,,,,,,,,,,,,
92,0.20075,,,,,,,,,,,,,,,,,,,,,,,,
93,0.21762,,,,,,,,,,,,,,,,,,,,,,,,
94,0.23331,,,,,,,,,,,,,,,,,,,,,,,,
95,0.24714,,,,,,,,,,,,,,,,,,,,,,,,
96,0.26511,,,,,,,,,,,,,,,,,,,,,,,,
97,0.28442,,,,,,,,,,,,,,,,,,,,,,,,
98,0.30563,,,,,,,,,,,,,,,,,,,,,,,,
99,0.32833,,,,,,,,,,,,,,,,,,,,,,,,
100,0.35209,,,,,,,,,,,,,,,,,,,,,,,,
101,0.37447,,,,,,,,,,,,,,,,,,,,,,,,
102,0.3968,,,,,,,,,,,,,,,,,,,,,,,,
103,0.41866,,,,,,,,,,,,,,,,,,,,,,,,
104,0.43965,,,,,,,,,,,,,,,,,,,,,,,,
105,0.45936,,,,,,,,,,,,,,,,,,,,,,,,
106,0.47743,,,,,,,,,,,,,,,,,,,,,,,,
107,0.50332,,,,,,,,,,,,,,,,,,,,,,,,
108,0.53061,,,,,,,,,,,,,,,,,,,,,,,,
109,0.55939,,,,,,,,,,,,,,,,,,,,,,,,
110,0.58972,,,,,,,,,,,,,,,,,,,,,,,,
111,0.6217,,,,,,,,,,,,,,,,,,,,,,,,
112,0.65542,,,,,,,,,,,,,,,,,,,,,,,,
113,0.69096,,,,,,,,,,,,,,,,,,,,,,,,
114,0.72843,,,,,,,,,,,,,,,,,,,,,,,,
115,0.76794,,,,,,,,,,,,,,,,,,,,,,,,
116,0.80958,,,,,,,,,,,,,,,,,,,,,,,,
117,0.85348,,,,,,,,,,,,,,,,,,,,,,,,
118,0.89977,,,,,,,,,,,,,,,,,,,,,,,,
119,0.94856,,,,,,,,,,,,,,,,,,,,,,,,
120,1,,,,,,,,,,,,,,,,,,,,,,,,
