Table Name:,2017 Loaded CSO Composite Gender-Blended 60% Male ALB,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",0,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0.00025,,,,,,,,,,,,,,,,,,,,,,,,
1,0.00015,,,,,,,,,,,,,,,,,,,,,,,,
2,0.00011,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
6,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
7,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
8,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
9,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
12,0.00012,,,,,,,,,,,,,,,,,,,,,,,,
13,0.00016,,,,,,,,,,,,,,,,,,,,,,,,
14,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
15,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
16,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0006,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00061,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00064,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00067,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00069,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00072,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00076,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00077,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00077,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00076,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00076,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00077,,,,,,,,,,,,,,,,,,,,,,,,
30,0.0008,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00084,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00091,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00097,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00106,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00115,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00127,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00139,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00151,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00163,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00175,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00185,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00194,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00199,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00205,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00212,,,,,,,,,,,,,,,,,,,,,,,,
46,0.0022,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00229,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00238,,,,,,,,,,,,,,,,,,,,,,,,
49,0.0025,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00265,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00283,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00303,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00326,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00352,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00382,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00416,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00455,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00499,,,,,,,,,,,,,,,,,,,,,,,,
59,0.0055,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00608,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00674,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00749,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00832,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00923,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01022,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01128,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01244,,,,,,,,,,,,,,,,,,,,,,,,
68,0.0137,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01514,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01678,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01866,,,,,,,,,,,,,,,,,,,,,,,,
72,0.0208,,,,,,,,,,,,,,,,,,,,,,,,
73,0.02322,,,,,,,,,,,,,,,,,,,,,,,,
74,0.0259,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02886,,,,,,,,,,,,,,,,,,,,,,,,
76,0.0321,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03565,,,,,,,,,,,,,,,,,,,,,,,,
78,0.0396,,,,,,,,,,,,,,,,,,,,,,,,
79,0.04406,,,,,,,,,,,,,,,,,,,,,,,,
80,0.0492,,,,,,,,,,,,,,,,,,,,,,,,
81,0.05506,,,,,,,,,,,,,,,,,,,,,,,,
82,0.06183,,,,,,,,,,,,,,,,,,,,,,,,
83,0.06977,,,,,,,,,,,,,,,,,,,,,,,,
84,0.07887,,,,,,,,,,,,,,,,,,,,,,,,
85,0.08931,,,,,,,,,,,,,,,,,,,,,,,,
86,0.10109,,,,,,,,,,,,,,,,,,,,,,,,
87,0.11417,,,,,,,,,,,,,,,,,,,,,,,,
88,0.12844,,,,,,,,,,,,,,,,,,,,,,,,
89,0.14369,,,,,,,,,,,,,,,,,,,,,,,,
90,0.1596,,,,,,,,,,,,,,,,,,,,,,,,
91,0.17584,,,,,,,,,,,,,,,,,,,,,,,,
92,0.19231,,,,,,,,,,,,,,,,,,,,,,,,
93,0.2085,,,,,,,,,,,,,,,,,,,,,,,,
94,0.22395,,,,,,,,,,,,,,,,,,,,,,,,
95,0.24077,,,,,,,,,,,,,,,,,,,,,,,,
96,0.26054,,,,,,,,,,,,,,,,,,,,,,,,
97,0.28193,,,,,,,,,,,,,,,,,,,,,,,,
98,0.30495,,,,,,,,,,,,,,,,,,,,,,,,
99,0.32918,,,,,,,,,,,,,,,,,,,,,,,,
100,0.35341,,,,,,,,,,,,,,,,,,,,,,,,
101,0.37674,,,,,,,,,,,,,,,,,,,,,,,,
102,0.39978,,,,,,,,,,,,,,,,,,,,,,,,
103,0.42211,,,,,,,,,,,,,,,,,,,,,,,,
104,0.44335,,,,,,,,,,,,,,,,,,,,,,,,
105,0.46312,,,,,,,,,,,,,,,,,,,,,,,,
106,0.48422,,,,,,,,,,,,,,,,,,,,,,,,
107,0.51034,,,,,,,,,,,,,,,,,,,,,,,,
108,0.53783,,,,,,,,,,,,,,,,,,,,,,,,
109,0.56676,,,,,,,,,,,,,,,,,,,,,,,,
110,0.59721,,,,,,,,,,,,,,,,,,,,,,,,
111,0.62924,,,,,,,,,,,,,,,,,,,,,,,,
112,0.66292,,,,,,,,,,,,,,,,,,,,,,,,
113,0.69833,,,,,,,,,,,,,,,,,,,,,,,,
114,0.73554,,,,,,,,,,,,,,,,,,,,,,,,
115,0.77462,,,,,,,,,,,,,,,,,,,,,,,,
116,0.81563,,,,,,,,,,,,,,,,,,,,,,,,
117,0.85864,,,,,,,,,,,,,,,,,,,,,,,,
118,0.90368,,,,,,,,,,,,,,,,,,,,,,,,
119,0.9508,,,,,,,,,,,,,,,,,,,,,,,,
120,1,,,,,,,,,,,,,,,,,,,,,,,,
