Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0.00019,,,,,,,,,,,,,,,,,,,,,,,,
1,0.00012,,,,,,,,,,,,,,,,,,,,,,,,
2,0.00011,,,,,,,,,,,,,,,,,,,,,,,,
3,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
4,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
5,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
6,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
7,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
8,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
9,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
10,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
11,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
12,0.00011,,,,,,,,,,,,,,,,,,,,,,,,
13,0.00016,,,,,,,,,,,,,,,,,,,,,,,,
14,0.00023,,,,,,,,,,,,,,,,,,,,,,,,
15,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
16,0.00048,,,,,,,,,,,,,,,,,,,,,,,,
17,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00075,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00082,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00085,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00085,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00084,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00083,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00082,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00084,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00088,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00095,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00102,,,,,,,,,,,,,,,,,,,,,,,,
34,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
35,0.0012,,,,,,,,,,,,,,,,,,,,,,,,
36,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
37,0.0014,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00151,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00163,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00176,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00188,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00198,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00202,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00208,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00214,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00219,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00225,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00231,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00239,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00251,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00266,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00283,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00303,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00327,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00353,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00384,,,,,,,,,,,,,,,,,,,,,,,,
57,0.0042,,,,,,,,,,,,,,,,,,,,,,,,
58,0.0046,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00507,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00562,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00623,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00693,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00771,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00855,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00945,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0104,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01143,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01256,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01386,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01538,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01716,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01924,,,,,,,,,,,,,,,,,,,,,,,,
73,0.0216,,,,,,,,,,,,,,,,,,,,,,,,
74,0.02423,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02708,,,,,,,,,,,,,,,,,,,,,,,,
76,0.03015,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03347,,,,,,,,,,,,,,,,,,,,,,,,
78,0.03715,,,,,,,,,,,,,,,,,,,,,,,,
79,0.04131,,,,,,,,,,,,,,,,,,,,,,,,
80,0.04606,,,,,,,,,,,,,,,,,,,,,,,,
81,0.05141,,,,,,,,,,,,,,,,,,,,,,,,
82,0.05768,,,,,,,,,,,,,,,,,,,,,,,,
83,0.06513,,,,,,,,,,,,,,,,,,,,,,,,
84,0.07369,,,,,,,,,,,,,,,,,,,,,,,,
85,0.08352,,,,,,,,,,,,,,,,,,,,,,,,
86,0.09471,,,,,,,,,,,,,,,,,,,,,,,,
87,0.10726,,,,,,,,,,,,,,,,,,,,,,,,
88,0.12094,,,,,,,,,,,,,,,,,,,,,,,,
89,0.13544,,,,,,,,,,,,,,,,,,,,,,,,
90,0.15043,,,,,,,,,,,,,,,,,,,,,,,,
91,0.16548,,,,,,,,,,,,,,,,,,,,,,,,
92,0.18031,,,,,,,,,,,,,,,,,,,,,,,,
93,0.19455,,,,,,,,,,,,,,,,,,,,,,,,
94,0.20755,,,,,,,,,,,,,,,,,,,,,,,,
95,0.22127,,,,,,,,,,,,,,,,,,,,,,,,
96,0.2375,,,,,,,,,,,,,,,,,,,,,,,,
97,0.25511,,,,,,,,,,,,,,,,,,,,,,,,
98,0.27422,,,,,,,,,,,,,,,,,,,,,,,,
99,0.29448,,,,,,,,,,,,,,,,,,,,,,,,
100,0.31552,,,,,,,,,,,,,,,,,,,,,,,,
101,0.33699,,,,,,,,,,,,,,,,,,,,,,,,
102,0.35854,,,,,,,,,,,,,,,,,,,,,,,,
103,0.37981,,,,,,,,,,,,,,,,,,,,,,,,
104,0.40044,,,,,,,,,,,,,,,,,,,,,,,,
105,0.42009,,,,,,,,,,,,,,,,,,,,,,,,
106,0.4384,,,,,,,,,,,,,,,,,,,,,,,,
107,0.45501,,,,,,,,,,,,,,,,,,,,,,,,
108,0.46956,,,,,,,,,,,,,,,,,,,,,,,,
109,0.4817,,,,,,,,,,,,,,,,,,,,,,,,
110,0.49107,,,,,,,,,,,,,,,,,,,,,,,,
111,0.49731,,,,,,,,,,,,,,,,,,,,,,,,
112,0.5,,,,,,,,,,,,,,,,,,,,,,,,
113,0.5,,,,,,,,,,,,,,,,,,,,,,,,
114,0.5,,,,,,,,,,,,,,,,,,,,,,,,
115,0.5,,,,,,,,,,,,,,,,,,,,,,,,
116,0.5,,,,,,,,,,,,,,,,,,,,,,,,
117,0.5,,,,,,,,,,,,,,,,,,,,,,,,
118,0.5,,,,,,,,,,,,,,,,,,,,,,,,
119,0.5,,,,,,,,,,,,,,,,,,,,,,,,
120,0.5,,,,,,,,,,,,,,,,,,,,,,,,
