Table Name:,"2001 CSO Select and Ultimate - Female Composite, ANB",,,,,,,,,,,,,,,,,,,,,,,,
96,0.1615,0.17743,0.19435,0.2123,0.2312,0.25247,0.2688,0.28709,0.30787,0.33114,0.3569,0.38516,0.4159,0.44913,0.48485,0.52305,0.56375,0.60694,0.65262,0.70079,0.75144,0.80458,0.86021,0.91833,1
97,0.17738,0.19428,0.21221,0.23106,0.25247,0.2688,0.28591,0.30466,0.32604,0.35004,0.37665,0.40588,0.43772,0.47218,0.50925,0.54895,0.59126,0.63619,0.68373,0.73389,0.78666,0.84205,0.90006,1,
98,0.19424,0.21215,0.23097,0.25247,0.2688,0.28591,0.30379,0.323,0.34496,0.36966,0.39712,0.42732,0.46027,0.49596,0.53441,0.57561,0.61955,0.66625,0.71569,0.76787,0.82282,0.88051,1,,
99,0.21212,0.23092,0.25247,0.2688,0.28591,0.30379,0.32246,0.3421,0.36462,0.39002,0.41831,0.44948,0.48353,0.52048,0.56031,0.60303,0.64864,0.69713,0.7485,0.80276,0.85991,1,,,

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,2001 Commissioners Standard Ordinary (CSO) Select and Ultimate Table - Female Composite.  Basis: Age Nearest Birthday. Minimum Ultimate Age: 25. Maximum Ultimate Age: 120.,,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",25,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00054,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00056,,,,,,,,,,,,,,,,,,,,,,,,
27,0.0006,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00066,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00068,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00077,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00082,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00088,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00097,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00103,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00111,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00117,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00123,,,,,,,,,,,,,,,,,,,,,,,,
40,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00138,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00148,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00159,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00172,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00187,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00205,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00227,,,,,,,,,,,,,,,,,,,,,,,,
48,0.0025,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00278,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00308,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00341,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00379,,,,,,,,,,,,,,,,,,,,,,,,
53,0.0042,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00463,,,,,,,,,,,,,,,,,,,,,,,,
55,0.0051,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00563,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00619,,,,,,,,,,,,,,,,,,,,,,,,
58,0.0068,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00739,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00801,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00868,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00939,,,,,,,,,,,,,,,,,,,,,,,,
63,0.01014,,,,,,,,,,,,,,,,,,,,,,,,
64,0.01096,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01185,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01282,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01389,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01507,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01636,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01781,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01947,,,,,,,,,,,,,,,,,,,,,,,,
72,0.0213,,,,,,,,,,,,,,,,,,,,,,,,
73,0.0233,,,,,,,,,,,,,,,,,,,,,,,,
74,0.0255,,,,,,,,,,,,,,,,,,,,,,,,
75,0.0279,,,,,,,,,,,,,,,,,,,,,,,,
76,0.03053,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03341,,,,,,,,,,,,,,,,,,,,,,,,
78,0.03658,,,,,,,,,,,,,,,,,,,,,,,,
79,0.04005,,,,,,,,,,,,,,,,,,,,,,,,
80,0.04386,,,,,,,,,,,,,,,,,,,,,,,,
81,0.04911,,,,,,,,,,,,,,,,,,,,,,,,
82,0.05495,,,,,,,,,,,,,,,,,,,,,,,,
83,0.06081,,,,,,,,,,,,,,,,,,,,,,,,
84,0.06727,,,,,,,,,,,,,,,,,,,,,,,,
85,0.07445,,,,,,,,,,,,,,,,,,,,,,,,
86,0.08099,,,,,,,,,,,,,,,,,,,,,,,,
87,0.09079,,,,,,,,,,,,,,,,,,,,,,,,
88,0.10107,,,,,,,,,,,,,,,,,,,,,,,,
89,0.11202,,,,,,,,,,,,,,,,,,,,,,,,
90,0.12192,,,,,,,,,,,,,,,,,,,,,,,,
91,0.12685,,,,,,,,,,,,,,,,,,,,,,,,
92,0.13688,,,,,,,,,,,,,,,,,,,,,,,,
93,0.15164,,,,,,,,,,,,,,,,,,,,,,,,
94,0.17031,,,,,,,,,,,,,,,,,,,,,,,,
95,0.19366,,,,,,,,,,,,,,,,,,,,,,,,
96,0.21566,,,,,,,,,,,,,,,,,,,,,,,,
97,0.23848,,,,,,,,,,,,,,,,,,,,,,,,
98,0.24216,,,,,,,,,,,,,,,,,,,,,,,,
99,0.25523,,,,,,,,,,,,,,,,,,,,,,,,
100,0.27573,,,,,,,,,,,,,,,,,,,,,,,,
101,0.29784,,,,,,,,,,,,,,,,,,,,,,,,
102,0.32221,,,,,,,,,,,,,,,,,,,,,,,,
103,0.34906,,,,,,,,,,,,,,,,,,,,,,,,
104,0.37861,,,,,,,,,,,,,,,,,,,,,,,,
105,0.41057,,,,,,,,,,,,,,,,,,,,,,,,
106,0.44333,,,,,,,,,,,,,,,,,,,,,,,,
107,0.47689,,,,,,,,,,,,,,,,,,,,,,,,
108,0.51065,,,,,,,,,,,,,,,,,,,,,,,,
109,0.54581,,,,,,,,,,,,,,,,,,,,,,,,
110,0.58177,,,,,,,,,,,,,,,,,,,,,,,,
111,0.61633,,,,,,,,,,,,,,,,,,,,,,,,
112,0.64985,,,,,,,,,,,,,,,,,,,,,,,,
113,0.68037,,,,,,,,,,,,,,,,,,,,,,,,
114,0.72339,,,,,,,,,,,,,,,,,,,,,,,,
115,0.76341,,,,,,,,,,,,,,,,,,,,,,,,
116,0.80493,,,,,,,,,,,,,,,,,,,,,,,,
117,0.85044,,,,,,,,,,,,,,,,,,,,,,,,
118,0.89244,,,,,,,,,,,,,,,,,,,,,,,,
119,0.93511,,,,,,,,,,,,,,,,,,,,,,,,
120,1,,,,,,,,,,,,,,,,,,,,,,,,
