Table Name:,2017 Loaded CSO Composite Gender-Blended 60% Male ANB,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",0,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0.00029,,,,,,,,,,,,,,,,,,,,,,,,
1,0.00016,,,,,,,,,,,,,,,,,,,,,,,,
2,0.00013,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
5,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
6,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
8,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
9,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
10,9E-05,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0001,,,,,,,,,,,,,,,,,,,,,,,,
12,0.00011,,,,,,,,,,,,,,,,,,,,,,,,
13,0.00013,,,,,,,,,,,,,,,,,,,,,,,,
14,0.00018,,,,,,,,,,,,,,,,,,,,,,,,
15,0.00029,,,,,,,,,,,,,,,,,,,,,,,,
16,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
17,0.00054,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00065,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00067,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00069,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00071,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00073,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00077,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00079,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00079,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00078,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00077,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00078,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00079,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00083,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00088,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00095,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00103,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00111,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00122,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00134,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00146,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00157,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00169,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00181,,,,,,,,,,,,,,,,,,,,,,,,
42,0.0019,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00195,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00201,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00208,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00216,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00224,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00234,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00243,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00257,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00273,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00292,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00314,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00338,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00366,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00398,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00434,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00475,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00523,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00577,,,,,,,,,,,,,,,,,,,,,,,,
61,0.0064,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00709,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00788,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00876,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00971,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01073,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01184,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01304,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01438,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01591,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01767,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01967,,,,,,,,,,,,,,,,,,,,,,,,
73,0.02195,,,,,,,,,,,,,,,,,,,,,,,,
74,0.02451,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02734,,,,,,,,,,,,,,,,,,,,,,,,
76,0.03043,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03382,,,,,,,,,,,,,,,,,,,,,,,,
78,0.03755,,,,,,,,,,,,,,,,,,,,,,,,
79,0.04174,,,,,,,,,,,,,,,,,,,,,,,,
80,0.04649,,,,,,,,,,,,,,,,,,,,,,,,
81,0.05205,,,,,,,,,,,,,,,,,,,,,,,,
82,0.05824,,,,,,,,,,,,,,,,,,,,,,,,
83,0.06565,,,,,,,,,,,,,,,,,,,,,,,,
84,0.07417,,,,,,,,,,,,,,,,,,,,,,,,
85,0.08395,,,,,,,,,,,,,,,,,,,,,,,,
86,0.09517,,,,,,,,,,,,,,,,,,,,,,,,
87,0.10764,,,,,,,,,,,,,,,,,,,,,,,,
88,0.12148,,,,,,,,,,,,,,,,,,,,,,,,
89,0.13638,,,,,,,,,,,,,,,,,,,,,,,,
90,0.15217,,,,,,,,,,,,,,,,,,,,,,,,
91,0.16837,,,,,,,,,,,,,,,,,,,,,,,,
92,0.18483,,,,,,,,,,,,,,,,,,,,,,,,
93,0.20147,,,,,,,,,,,,,,,,,,,,,,,,
94,0.2173,,,,,,,,,,,,,,,,,,,,,,,,
95,0.23241,,,,,,,,,,,,,,,,,,,,,,,,
96,0.25164,,,,,,,,,,,,,,,,,,,,,,,,
97,0.2724,,,,,,,,,,,,,,,,,,,,,,,,
98,0.29501,,,,,,,,,,,,,,,,,,,,,,,,
99,0.31903,,,,,,,,,,,,,,,,,,,,,,,,
100,0.34405,,,,,,,,,,,,,,,,,,,,,,,,
101,0.36765,,,,,,,,,,,,,,,,,,,,,,,,
102,0.39111,,,,,,,,,,,,,,,,,,,,,,,,
103,0.41401,,,,,,,,,,,,,,,,,,,,,,,,
104,0.43594,,,,,,,,,,,,,,,,,,,,,,,,
105,0.45649,,,,,,,,,,,,,,,,,,,,,,,,
106,0.4753,,,,,,,,,,,,,,,,,,,,,,,,
107,0.50124,,,,,,,,,,,,,,,,,,,,,,,,
108,0.52858,,,,,,,,,,,,,,,,,,,,,,,,
109,0.55743,,,,,,,,,,,,,,,,,,,,,,,,
110,0.58784,,,,,,,,,,,,,,,,,,,,,,,,
111,0.61992,,,,,,,,,,,,,,,,,,,,,,,,
112,0.65374,,,,,,,,,,,,,,,,,,,,,,,,
113,0.68942,,,,,,,,,,,,,,,,,,,,,,,,
114,0.72703,,,,,,,,,,,,,,,,,,,,,,,,
115,0.76671,,,,,,,,,,,,,,,,,,,,,,,,
116,0.80854,,,,,,,,,,,,,,,,,,,,,,,,
117,0.85266,,,,,,,,,,,,,,,,,,,,,,,,
118,0.89919,,,,,,,,,,,,,,,,,,,,,,,,
119,0.94826,,,,,,,,,,,,,,,,,,,,,,,,
120,1,,,,,,,,,,,,,,,,,,,,,,,,
