Table Name:,2017 Unloaded CSO Composite Female ALB,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",120,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0.00022,,,,,,,,,,,,,,,,,,,,,,,,
1,0.00011,,,,,,,,,,,,,,,,,,,,,,,,
2,8E-05,,,,,,,,,,,,,,,,,,,,,,,,
3,6E-05,,,,,,,,,,,,,,,,,,,,,,,,
4,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
5,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
6,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
7,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
8,6E-05,,,,,,,,,,,,,,,,,,,,,,,,
9,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
10,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
11,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
12,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
13,7E-05,,,,,,,,,,,,,,,,,,,,,,,,
14,0.00012,,,,,,,,,,,,,,,,,,,,,,,,
15,0.00019,,,,,,,,,,,,,,,,,,,,,,,,
16,0.00024,,,,,,,,,,,,,,,,,,,,,,,,
17,0.00026,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00027,,,,,,,,,,,,,,,,,,,,,,,,
19,0.00027,,,,,,,,,,,,,,,,,,,,,,,,
20,0.00027,,,,,,,,,,,,,,,,,,,,,,,,
21,0.00028,,,,,,,,,,,,,,,,,,,,,,,,
22,0.00031,,,,,,,,,,,,,,,,,,,,,,,,
23,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00036,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00035,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00034,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00035,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00038,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00044,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00051,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00057,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00071,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00079,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00086,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00092,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00097,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00101,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00104,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00108,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00113,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00119,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00129,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00139,,,,,,,,,,,,,,,,,,,,,,,,
48,0.0015,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00162,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00176,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00191,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00208,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00226,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00247,,,,,,,,,,,,,,,,,,,,,,,,
55,0.0027,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00296,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00325,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00358,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00395,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00437,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00485,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00538,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00599,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00666,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00741,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00825,,,,,,,,,,,,,,,,,,,,,,,,
67,0.00917,,,,,,,,,,,,,,,,,,,,,,,,
68,0.0102,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01132,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01255,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01389,,,,,,,,,,,,,,,,,,,,,,,,
72,0.01536,,,,,,,,,,,,,,,,,,,,,,,,
73,0.01699,,,,,,,,,,,,,,,,,,,,,,,,
74,0.01883,,,,,,,,,,,,,,,,,,,,,,,,
75,0.0209,,,,,,,,,,,,,,,,,,,,,,,,
76,0.02325,,,,,,,,,,,,,,,,,,,,,,,,
77,0.02591,,,,,,,,,,,,,,,,,,,,,,,,
78,0.0289,,,,,,,,,,,,,,,,,,,,,,,,
79,0.03229,,,,,,,,,,,,,,,,,,,,,,,,
80,0.03624,,,,,,,,,,,,,,,,,,,,,,,,
81,0.04086,,,,,,,,,,,,,,,,,,,,,,,,
82,0.0461,,,,,,,,,,,,,,,,,,,,,,,,
83,0.05208,,,,,,,,,,,,,,,,,,,,,,,,
84,0.05895,,,,,,,,,,,,,,,,,,,,,,,,
85,0.0668,,,,,,,,,,,,,,,,,,,,,,,,
86,0.07555,,,,,,,,,,,,,,,,,,,,,,,,
87,0.08511,,,,,,,,,,,,,,,,,,,,,,,,
88,0.09561,,,,,,,,,,,,,,,,,,,,,,,,
89,0.10704,,,,,,,,,,,,,,,,,,,,,,,,
90,0.11919,,,,,,,,,,,,,,,,,,,,,,,,
91,0.13206,,,,,,,,,,,,,,,,,,,,,,,,
92,0.14579,,,,,,,,,,,,,,,,,,,,,,,,
93,0.15987,,,,,,,,,,,,,,,,,,,,,,,,
94,0.17425,,,,,,,,,,,,,,,,,,,,,,,,
95,0.19071,,,,,,,,,,,,,,,,,,,,,,,,
96,0.20982,,,,,,,,,,,,,,,,,,,,,,,,
97,0.23048,,,,,,,,,,,,,,,,,,,,,,,,
98,0.25251,,,,,,,,,,,,,,,,,,,,,,,,
99,0.27555,,,,,,,,,,,,,,,,,,,,,,,,
100,0.29921,,,,,,,,,,,,,,,,,,,,,,,,
101,0.32314,,,,,,,,,,,,,,,,,,,,,,,,
102,0.34698,,,,,,,,,,,,,,,,,,,,,,,,
103,0.37036,,,,,,,,,,,,,,,,,,,,,,,,
104,0.39292,,,,,,,,,,,,,,,,,,,,,,,,
105,0.4143,,,,,,,,,,,,,,,,,,,,,,,,
106,0.43413,,,,,,,,,,,,,,,,,,,,,,,,
107,0.45205,,,,,,,,,,,,,,,,,,,,,,,,
108,0.46769,,,,,,,,,,,,,,,,,,,,,,,,
109,0.48068,,,,,,,,,,,,,,,,,,,,,,,,
110,0.49065,,,,,,,,,,,,,,,,,,,,,,,,
111,0.49723,,,,,,,,,,,,,,,,,,,,,,,,
112,0.5,,,,,,,,,,,,,,,,,,,,,,,,
113,0.5,,,,,,,,,,,,,,,,,,,,,,,,
114,0.5,,,,,,,,,,,,,,,,,,,,,,,,
115,0.5,,,,,,,,,,,,,,,,,,,,,,,,
116,0.5,,,,,,,,,,,,,,,,,,,,,,,,
117,0.5,,,,,,,,,,,,,,,,,,,,,,,,
118,0.5,,,,,,,,,,,,,,,,,,,,,,,,
119,0.5,,,,,,,,,,,,,,,,,,,,,,,,
120,0.5,,,,,,,,,,,,,,,,,,,,,,,,
